Date	Plane	Type	Route		Total	PIC	Day Landings	Night Landings	Approaches	Day	Night	SEL	MEL	SES	MES	Hooded	Custom	Complex	High Perf.	Tail Dragger	Simulated Instrument	Actual Instrument	Cross Country	Dual Given	Dual Received	Remarks	Passengers
1/23/79	N4678B	C-180	KCHN-MyakkaCty KLAL-KCHN		 1.0 	 1.0 	 1 	 -   	 -   	 1.0 	 -   	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 1.0 	 1.0 	 -   	 -   	 1.0 	 -   	 -   	 -   	 -   
2/18/79	1/0/00	Citabria	KCHN-KCHN		 0.5 	 0.4 	 1 	 -   	 -   	 0.5 	 -   	 0.5 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 0.5 	 -   	 -   	 -   	 -   	 0.5 	 -   	 -   
2/25/79	1/0/00	Citabria	KCHN-KCHN		 0.9 	 0.8 	 1 	 -   	 -   	 0.9 	 -   	 0.9 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 0.9 	 -   	 -   	 -   	 -   	 0.5 	 Solo Citabria 	 -   
3/5/79	1/0/00	Citabria	KCHN-KCHN		 1.0 	 1.0 	 1 	 -   	 -   	 1.0 	 -   	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   
3/12/79	N4678B	C-180	KCHN-KCGC		 1.3 	 1.3 	 1 	 -   	 -   	 1.3 	 -   	 1.3 	 -   	 -   	 -   	 -   	 -   	 -   	 1.3 	 1.3 	 -   	 -   	 1.3 	 -   	 -   	 -   	 -   
3/12/79	N4678B	C-180	KCGC-KCHN		 1.6 	 1.3 	 1 	 1 	 -   	 1.3 	 0.3 	 1.3 	 -   	 -   	 -   	 -   	 -   	 -   	 1.3 	 1.3 	 -   	 -   	 1.3 	 -   	 -   	 -   	 -   
4/1/79	N26816	C-182	KCHN-KVDF		 0.6 	 0.6 	 1 	 -   	 -   	 0.6 	 -   	 0.6 	 -   	 -   	 -   	 -   	 -   	 -   	 0.6 	 -   	 -   	 -   	 0.6 	 -   	 -   	 -   	 -   
4/1/79	N26816	C-182	KVDF-KCHN		 0.6 	 0.6 	 1 	 -   	 -   	 0.6 	 -   	 0.6 	 -   	 -   	 -   	 -   	 -   	 -   	 0.6 	 -   	 -   	 -   	 0.6 	 -   	 -   	 -   	 -   
6/5/81	N737TZ	C-172	KAVO-KAVO		 1.2 	 -   	 1 	 -   	 -   	 1.2 	 -   	 1.2 	 -   	 -   	 -   	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.2 	 -   	 -   
6/12/81	N737TZ	C-172	KAVO-KX60		 1.5 	 1.5 	 1 	 -   	 -   	 1.5 	 -   	 1.5 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.5 	 -   	 -   	 -   	 -   
6/12/81	N737TZ	C-172	KX60-KGNV		 0.6 	 0.6 	 1 	 -   	 -   	 0.6 	 -   	 0.6 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
6/13/81	N737TZ	C-172	KGNV-KCHN		 1.5 	 1.5 	 1 	 -   	 -   	 1.5 	 -   	 1.5 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.5 	 -   	 -   	 -   	 -   
6/20/81	N4678B	C-180	KCHN-KCHN		 1.2 	 1.2 	 1 	 -   	 -   	 1.2 	 -   	 1.2 	 -   	 -   	 -   	 -   	 -   	 -   	 1.2 	 1.2 	 -   	 -   	 -   	 -   	 -   	 -   	 -   
6/23/81	N4678B	C-180	KCHN-SRQ-KCHN		 2.0 	 2.0 	 1 	 -   	 -   	 2.0 	 -   	 2.0 	 -   	 -   	 -   	 -   	 -   	 -   	 2.0 	 2.0 	 -   	 -   	 2.0 	 -   	 -   	 -   	 -   
10/12/83	N12179	C-172	KAVO-KAVO		 1.0 	 1.0 	 1 	 -   	 -   	 1.0 	 -   	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.0 	 BFR 	 -   
10/25/83	N12179	C-172	KCHN-KCHN		 0.5 	 0.5 	 1 	 -   	 -   	 0.5 	 -   	 0.5 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
10/26/83	N12179	C-172	KCHN-KX06-KPGD		 3.0 	 3.0 	 2 	 -   	 -   	 3.0 	 -   	 3.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 3.0 	 -   	 -   	 -   	 -   
10/31/83	N12179	C-172	KCHN-KX06-KCHN		 1.0 	 1.0 	 2 	 -   	 -   	 1.0 	 -   	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
11/6/83	N12179	C-172	KCHN-KCHN		 0.5 	 0.5 	 1 	 -   	 -   	 0.5 	 -   	 0.5 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
11/20/83	N12179	C-172	KCHN-KABY		 2.2 	 2.2 	 1 	 -   	 -   	 2.2 	 -   	 2.2 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 2.2 	 -   	 -   	 Funeral 	 -   
11/22/83	N12179	C-172	KABY-KCHN		 2.5 	 2.5 	 1 	 -   	 -   	 2.5 	 -   	 2.5 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 2.5 	 -   	 -   	 -   	 -   
1/15/84	N4678B	C-180	KCHN-KGNV		 1.3 	 1.3 	 1 	 -   	 -   	 1.3 	 -   	 1.3 	 -   	 -   	 -   	 -   	 -   	 -   	 1.3 	 1.3 	 -   	 -   	 1.3 	 -   	 -   	 -   	 -   
1/16/84	N4678B	C-180	KGNV-KCHN		 1.2 	 1.2 	 1 	 -   	 -   	 1.2 	 -   	 1.2 	 -   	 -   	 -   	 -   	 -   	 -   	 1.2 	 1.2 	 -   	 -   	 1.2 	 -   	 -   	 -   	 -   
3/14/84	N12179	C-172	KCHN-KPMP		 1.2 	 1.2 	 1 	 -   	 -   	 1.2 	 -   	 1.2 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.2 	 -   	 -   	 -   	 -   
3/14/84	N12179	C-172	KPMP-KCHN		 1.3 	 1.3 	 1 	 -   	 -   	 1.3 	 -   	 1.3 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.3 	 -   	 -   	 -   	 -   
4/7/84	N12179	C-172	KCHN-KGNV		 1.4 	 1.4 	 1 	 -   	 -   	 1.4 	 -   	 1.4 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.4 	 -   	 -   	 -   	 -   
4/8/84	N12179	C-172	KGNV-KCHN		 1.4 	 1.4 	 -   	 1 	 -   	 1.1 	 0.3 	 1.4 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.4 	 -   	 -   	 -   	 -   
4/8/84	NXXXXX	C-150	KCHN-LCL		 (0.2)	 (1.7)	 -   	 -   	 -   	 (0.2)	 -   	 0.1 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 0.7 	 -   	 -   	 Adjustment for logbook totals 	 -   
11/1/07	1/0/00	C-150	-		 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
12/1/07	1/0/00	C-150	-		 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
1/1/08	1/0/00	C-150	-		 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
2/1/08	1/0/00	C-150	-		 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
3/1/08	1/0/00	C-150	-		 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
4/1/08	1/0/00	C-150	-		 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
5/1/08	1/0/00	C-150	-		 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
6/24/08	N985GE	C-172	52F-KAFW-52F		 1.2 	 1.2 	 3 	 -   	 -   	 1.2 	 -   	 1.2 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.2 	 Stalls, Steep turns, slow flight, BFR 1of3 	 -   
6/26/08	N985GE	C-172	52F-KAFW-52F		 1.1 	 1.1 	 4 	 -   	 -   	 1.1 	 -   	 1.1 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.1 	 Short/Soft TO/L, engine out 	 -   
6/30/08	N985GE	C-172	52F-KABI		 1.7 	 1.7 	 1 	 -   	 -   	 1.7 	 -   	 1.7 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.7 	 -   	 1.7 	 XC for BFR 	 -   
6/30/08	N985GE	C-172	KABI-52F		 1.7 	 1.7 	 1 	 -   	 -   	 1.7 	 -   	 1.7 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.7 	 -   	 1.7 	 XC for BFR 	 -   
7/1/08	N630HR	C-172	52F-KGYI		 0.8 	 0.8 	 1 	 -   	 -   	 0.8 	 -   	 0.8 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 0.8 	 -   	 0.8 	 XC for BFR 	 -   
7/1/08	N630HR	C-172	KGYI-52F		 0.8 	 0.8 	 1 	 -   	 -   	 0.8 	 -   	 0.8 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 0.8 	 -   	 0.8 	 XC for BFR 	 -   
7/23/08	N630HR	C-172	52F-KAFW-52F		 1.2 	 1.2 	 8 	 -   	 -   	 1.2 	 -   	 1.2 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.2 	 BFR Complete 	 -   
8/18/08	AF @ FTW	Sim-Pro 200	AF @ FTW-		 1.6 	 -   	 -   	 -   	 2 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.6 	 -   	 -   	 -   	 -   	 VOR,Hold MWL, ILS FTW 	 -   
9/2/08	N2649J	C-172	KFTW-KMWL-KFTW		 1.7 	 1.7 	 1 	 -   	 2 	 1.7 	 -   	 1.7 	 -   	 -   	 -   	 1.5 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.7 	 1st IFR, VOR 31 appr MWL, 34 ILS FTW 	 -   
9/4/08	AF @ FTW	Sim-Pro 200	AF @ FTW-		 -   	 -   	 -   	 -   	 4 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 2.2 	 -   	 -   	 -   	 -   	 VOR MWL, Holds, Partial Panel, FTW ILS 	 -   
9/5/08	AF @ FTW	Sim-Pro 200	AF @ FTW-		 -   	 -   	 -   	 -   	 5 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.7 	 -   	 -   	 -   	 -   	 Kingdom 7, TTT ILS 17, VOR 31 	 -   
9/8/08	AF @ FTW	Sim-Pro 200	AF @ FTW-		 -   	 -   	 -   	 -   	 4 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.8 	 -   	 -   	 -   	 -   	 VOR DEMO PRX, Hold PRX, FTW ILS 	 -   
9/30/08	N801RC	17-30A	KPVW-KAMA-KPVW		 1.5 	 1.5 	 6 	 -   	 -   	 1.5 	 -   	 1.5 	 -   	 -   	 -   	 -   	 -   	 1.5 	 1.5 	 -   	 -   	 -   	 1.5 	 -   	 1.5 	 Amarillo Class C, Canyon Run, Emerg gear ext. 	 -   
9/30/08	N28012	17-30A	KPVW-KPVW		 0.5 	 0.5 	 1 	 -   	 -   	 0.5 	 -   	 0.5 	 -   	 -   	 -   	 -   	 -   	 0.5 	 0.5 	 -   	 -   	 -   	 -   	 -   	 0.5 	 1st flight in my plane, Auto Axtion, gear horn 	 -   
9/30/08	N28012	17-30A	KPVW-48F - LBB-KPVW		 2.0 	 2.0 	 -   	 10 	 -   	 -   	 2.0 	 2.0 	 -   	 -   	 -   	 -   	 -   	 2.0 	 2.0 	 -   	 -   	 -   	 2.0 	 -   	 2.0 	 Nght ops, full stop landings, emergencies, Floydada, Lubbock 	 -   
10/1/08	N28012	17-30A	KPVW-KROW		 1.8 	 1.8 	 1 	 -   	 1 	 1.8 	 -   	 1.8 	 -   	 -   	 -   	 -   	 -   	 1.8 	 1.8 	 -   	 -   	 -   	 1.8 	 -   	 1.8 	 X/C to Roswell - ILS 21 	 -   
10/1/08	N28012	17-30A	KROW-KSRR		 1.2 	 1.2 	 1 	 -   	 1 	 1.2 	 -   	 1.2 	 -   	 -   	 -   	 -   	 -   	 1.2 	 1.2 	 -   	 -   	 -   	 1.2 	 -   	 1.2 	 Ruidoso - ILS 24, VOR Tracking, Mountains 	 -   
10/1/08	N28012	17-30A	KSRR-KROW-KPVW		 2.0 	 2.0 	 1 	 -   	 -   	 2.0 	 -   	 2.0 	 -   	 -   	 -   	 -   	 -   	 2.0 	 2.0 	 -   	 -   	 -   	 2.0 	 -   	 2.0 	 VOR Tracking, Roswell, PVW - checkout complete 	 -   
10/7/08	N28012	17-30A	52F-KPVW		 2.3 	 2.3 	 1 	 -   	 -   	 2.3 	 -   	 2.3 	 -   	 -   	 -   	 -   	 -   	 2.3 	 2.3 	 -   	 -   	 -   	 2.3 	 -   	 -   	 Gear down all the way - slow flyingÉ 	 -   
10/7/08	N28012	17-30A	KPVW-LBB-KPVW		 2.5 	 2.5 	 4 	 -   	 7 	 2.5 	 -   	 2.5 	 -   	 -   	 -   	 -   	 -   	 2.5 	 2.5 	 -   	 1.8 	 -   	 -   	 -   	 2.5 	 Instr work, LBB: ILS26, ILS 17R, LOC 25L, PVW:VOR 4 	 -   
10/7/08	N28012	17-30A	KPVW-KPVW		 1.5 	 1.5 	 3 	 -   	 3 	 1.5 	 -   	 1.5 	 -   	 -   	 -   	 -   	 -   	 1.5 	 1.5 	 -   	 -   	 -   	 -   	 -   	 1.5 	 Holds, Direct/Parallel/Teardrop entry 	 -   
10/7/08	N28012	17-30A	KPVW-52F		 1.4 	 1.4 	 1 	 -   	 -   	 1.4 	 -   	 1.4 	 -   	 -   	 -   	 -   	 -   	 1.4 	 1.4 	 -   	 -   	 -   	 1.4 	 -   	 -   	 Home from PVW w/ gear fixed 	 -   
10/8/08	N28012	17-30A	52F-52F		 0.7 	 0.7 	 1 	 -   	 -   	 0.7 	 -   	 0.7 	 -   	 -   	 -   	 -   	 -   	 0.7 	 0.7 	 -   	 -   	 -   	 -   	 -   	 -   	 1st flight w/ psgr in SV:Kate, Dan, Corbin 	 Kate, Dan, Corbin Greer (dan & corbin a little weasy) 
10/8/08	N28012	17-30A	52F-1K4		 1.0 	 1.0 	 1 	 -   	 -   	 1.0 	 -   	 1.0 	 -   	 -   	 -   	 -   	 -   	 1.0 	 1.0 	 -   	 -   	 -   	 1.0 	 -   	 -   	 Took Seth to OU 	 -   
10/9/08	N28012	17-30A	52F-KJWY		 0.5 	 0.5 	 1 	 -   	 -   	 0.5 	 -   	 0.5 	 -   	 -   	 -   	 -   	 -   	 0.5 	 0.5 	 -   	 -   	 -   	 0.5 	 -   	 -   	 Dropped off insurance papers to underwriter 	 -   
10/9/08	N28012	17-30A	KJWY-52F		 0.5 	 0.5 	 1 	 -   	 -   	 0.5 	 -   	 0.5 	 -   	 -   	 -   	 -   	 -   	 0.5 	 0.5 	 -   	 -   	 -   	 0.5 	 -   	 -   	 Very busy Bravo airspace. Controller didn't have time for VFR guy.   	 -   
10/10/08	N28012	17-30A	52F-KOUN		 0.9 	 0.9 	 1 	 -   	 -   	 0.9 	 -   	 0.9 	 -   	 -   	 -   	 -   	 -   	 0.9 	 0.9 	 -   	 -   	 -   	 0.9 	 -   	 -   	 Up to OU to pick up Seth, Destin, Chase, 15kt crosswind due to RWY 17 closed 	 -   
10/10/08	N28012	17-30A	KOUN-52F		 1.0 	 1.0 	 1 	 -   	 -   	 1.0 	 -   	 1.0 	 -   	 -   	 -   	 -   	 -   	 1.0 	 1.0 	 -   	 -   	 -   	 1.0 	 -   	 -   	 Brought kids home from OU 	 Seth, Destin, Chase Smithburg 
10/11/08	N28012	17-30A	52F-37K-52F		 1.2 	 1.2 	 1 	 -   	 -   	 1.2 	 -   	 1.2 	 -   	 -   	 -   	 -   	 -   	 1.2 	 1.2 	 -   	 -   	 -   	 1.2 	 -   	 -   	 Up to St. Jo area & back 	 Dan, Kate 
10/11/08	N28012	17-30A	52F-52F		 1.0 	 1.0 	 1 	 -   	 -   	 1.0 	 -   	 1.0 	 -   	 -   	 -   	 -   	 -   	 1.0 	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 Tested intercom system w/ Kate 	 Kate 
10/18/08	N28012	17-30A	52F-GYI-3T0		 1.0 	 1.0 	 2 	 -   	 1 	 1.0 	 -   	 1.0 	 -   	 -   	 -   	 -   	 -   	 1.0 	 1.0 	 -   	 -   	 -   	 1.0 	 -   	 -   	 James Swan up to Cedar Mills fly-in, saw BL Cruiseair & gorgeous DeHaviland Beaver 	 James Swan 
10/18/08	N28012	17-30A	3T0-52F		 0.6 	 0.6 	 1 	 -   	 -   	 0.6 	 -   	 0.6 	 -   	 -   	 -   	 -   	 -   	 0.6 	 0.6 	 -   	 -   	 -   	 0.6 	 -   	 -   	 Back from Cedar Mills 	 James Swan 
10/23/08	N28012	17-30A	52F-52F		 0.3 	 0.3 	 2 	 -   	 -   	 0.3 	 -   	 0.3 	 -   	 -   	 -   	 -   	 -   	 0.3 	 0.3 	 -   	 -   	 -   	 -   	 -   	 -   	 Installed XM Weather, Rough rt Mag - fouled plugs 	 -   
10/29/08	N28012	17-30A	52F-52F		 0.4 	 0.4 	 1 	 -   	 -   	 0.4 	 -   	 0.4 	 -   	 -   	 -   	 -   	 -   	 0.4 	 0.4 	 -   	 -   	 -   	 -   	 -   	 -   	 Reinstalled MX170 Nav/Com & test flt.  Took Steve Zahorsky for 1st flight in Bellanca 	 Steve Zahorsky 
11/3/08	N28012	17-30A	52F-52F		 0.2 	 0.2 	 1 	 -   	 -   	 0.2 	 -   	 0.2 	 -   	 -   	 -   	 -   	 -   	 0.2 	 0.2 	 -   	 -   	 -   	 -   	 -   	 -   	 Retest of XM Weather rcvr 	 -   
11/6/08	N28012	17-30A	52F-KOUN		 1.2 	 1.2 	 1 	 -   	 -   	 1.2 	 -   	 1.2 	 -   	 -   	 -   	 -   	 -   	 1.2 	 1.2 	 -   	 -   	 -   	 -   	 -   	 -   	 Up to see Seth @ OU for lunch.  Nice day to fly 	 -   
11/7/08	N28012	17-30A	52F-52F		 0.2 	 0.2 	 1 	 -   	 -   	 0.2 	 -   	 0.2 	 -   	 -   	 -   	 -   	 -   	 0.2 	 0.2 	 -   	 -   	 -   	 -   	 -   	 -   	 Rewired ground of ignition switch.  Test flt, Mags OK now 	 -   
11/9/08	N28012	17-30A	52F-GYI-52F		 1.2 	 1.2 	 2 	 -   	 -   	 1.2 	 -   	 1.2 	 -   	 -   	 -   	 -   	 -   	 1.2 	 1.2 	 -   	 -   	 -   	 1.2 	 -   	 -   	 Took Colton Aaron for 1st flight.  St Jo->GYI->52F 	 Colton Aaron 
11/12/08	N28012	17-30A	52F-KOUN		 1.0 	 1.0 	 1 	 -   	 -   	 1.0 	 -   	 1.0 	 -   	 -   	 -   	 -   	 -   	 1.0 	 1.0 	 -   	 -   	 -   	 1.0 	 -   	 -   	 Flew up to help Seth find a suit for interview 	 -   
11/12/08	N28012	17-30A	KOUN-52F		 1.0 	 1.0 	 1 	 -   	 -   	 1.0 	 -   	 1.0 	 -   	 -   	 -   	 -   	 -   	 1.0 	 1.0 	 -   	 -   	 -   	 1.0 	 -   	 -   	 Nice flight home @ dusk 	 -   
11/13/08	N71869	Luscombe	Justin-Justin		 1.2 	 1.0 	 4 	 -   	 -   	 1.2 	 -   	 1.2 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.2 	 -   	 -   	 -   	 -   	 -   	 1st Flight in Luscombe 	 -   
11/15/08	N28012	17-30A	52F-KXBP		 0.5 	 0.5 	 1 	 -   	 -   	 0.5 	 -   	 0.5 	 -   	 -   	 -   	 -   	 -   	 0.5 	 0.5 	 -   	 -   	 -   	 -   	 -   	 -   	 Very windy, took David Stearns to get gas @ Bridgeport - $2.99 	 David Stearns 
11/17/08	N28012	17-30A	52F-52F		 0.2 	 0.2 	 1 	 -   	 -   	 0.2 	 -   	 0.2 	 -   	 -   	 -   	 -   	 -   	 0.2 	 0.2 	 -   	 -   	 -   	 -   	 -   	 -   	 Retest of XM Weather rcvr 	 -   
11/18/08	N28012	17-30A	52F-KPVW		 1.5 	 1.5 	 1 	 -   	 -   	 1.5 	 -   	 1.5 	 -   	 -   	 -   	 -   	 -   	 1.5 	 1.5 	 -   	 -   	 -   	 1.5 	 -   	 -   	 Out to PVW with Tracy & Carol - her 1st lessons!  	 Tracy, Carol 
11/18/08	N28012	17-30A	KPVW-52F		 1.5 	 1.5 	 -   	 1 	 -   	 1.4 	 0.1 	 1.5 	 -   	 -   	 -   	 -   	 -   	 1.5 	 1.5 	 -   	 -   	 -   	 1.5 	 -   	 -   	 Back home from PVW. Great day to fly! 	 Tracy, Carol 
11/19/08	N28012	17-30A	52F-KAUS		 1.3 	 1.3 	 1 	 -   	 -   	 1.3 	 -   	 1.3 	 -   	 -   	 -   	 -   	 -   	 1.3 	 1.3 	 -   	 -   	 -   	 1.3 	 -   	 -   	 Took Steve Smith to Austin for Tx SBOE mtg - Science curriculm changes  	 Steve Smith, Ron, Tommy 
11/19/08	N28012	17-30A	KAUS-52F		 1.2 	 1.2 	 -   	 1 	 -   	 -   	 1.2 	 1.2 	 -   	 -   	 -   	 -   	 -   	 1.2 	 1.2 	 -   	 -   	 -   	 1.2 	 -   	 -   	 Meeting too long.  Night flight back really beautiful (and quiet) 	 Ron, Tommy 
11/20/08	N28012	17-30A	52F-XBP-KPVW		 1.7 	 1.7 	 2 	 -   	 -   	 1.7 	 -   	 1.7 	 -   	 -   	 -   	 -   	 -   	 1.7 	 1.7 	 -   	 -   	 -   	 1.7 	 -   	 -   	 Back to Rocket to fix left mag problem 	 -   
12/4/08	N28012	17-30A	52F-KCWC		 0.5 	 0.5 	 1 	 -   	 -   	 0.5 	 -   	 0.5 	 -   	 -   	 -   	 -   	 -   	 0.5 	 0.5 	 -   	 -   	 -   	 0.5 	 -   	 -   	 Dropped off charger to Dolores on way to OU 	 Kate 
12/4/08	N28012	17-30A	KCWC-KOUN		 0.7 	 0.7 	 1 	 -   	 -   	 0.7 	 -   	 0.7 	 -   	 -   	 -   	 -   	 -   	 0.7 	 0.7 	 -   	 -   	 -   	 0.7 	 -   	 -   	 Flew up to OU to drop off Kate for concert in OKC 	 Kate 
12/4/08	N28012	17-30A	KOUN-52F		 1.0 	 1.0 	 -   	 1 	 -   	 1.0 	 -   	 1.0 	 -   	 -   	 -   	 -   	 -   	 1.0 	 1.0 	 -   	 -   	 -   	 1.0 	 -   	 -   	 Brought Seth home for bday 	 Seth 
12/4/08	N28012	17-30A	52F-KOUN		 1.0 	 1.0 	 -   	 1 	 -   	 -   	 1.0 	 1.0 	 -   	 -   	 -   	 -   	 -   	 1.0 	 1.0 	 -   	 -   	 -   	 1.0 	 -   	 -   	 Took Seth back ot OU, picked up Kate 	 Seth 
12/4/08	N28012	17-30A	KOUN-52F		 1.0 	 1.0 	 -   	 1 	 -   	 -   	 1.0 	 1.0 	 -   	 -   	 -   	 -   	 -   	 1.0 	 1.0 	 -   	 -   	 -   	 1.0 	 -   	 -   	 Brought Kate home after her Christmas concert in OKC 	 Kate 
12/5/08	N28012	17-30A	52F-KJFX		 3.0 	 3.0 	 1 	 -   	 -   	 3.0 	 -   	 3.0 	 -   	 -   	 -   	 -   	 -   	 3.0 	 3.0 	 -   	 -   	 -   	 3.0 	 -   	 -   	 Took Dan to Atlanta for SEC Championship, fuel stop 	 Dan 
12/6/08	N28012	17-30A	KAHN-KAHN		 1.0 	 1.0 	 1 	 -   	 -   	 1.0 	 -   	 1.0 	 -   	 -   	 -   	 -   	 -   	 1.0 	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 Flew over Jewell Mill with Fletch & Zack 	 Fletcher, Zack 
12/7/08	N28012	17-30A	KAHN-24A-KPBF		 3.7 	 3.7 	 1 	 -   	 -   	 3.7 	 -   	 3.7 	 -   	 -   	 -   	 -   	 -   	 3.7 	 3.7 	 -   	 -   	 -   	 3.7 	 -   	 -   	 Home via Cashiers, flew over Chinquapin 	 Dan 
12/7/08	N28012	17-30A	KPBF-52F		 2.0 	 2.0 	 1 	 -   	 -   	 2.0 	 -   	 2.0 	 -   	 -   	 -   	 -   	 -   	 2.0 	 2.0 	 -   	 -   	 -   	 2.0 	 -   	 -   	 Fuel stop in Pine Bluff, flew over Hope, AR 	 Dan 
12/25/08	N28012	17-30A	52F-XBP-KCWC		 0.8 	 0.8 	 2 	 -   	 -   	 0.8 	 -   	 0.8 	 -   	 -   	 -   	 -   	 -   	 0.8 	 0.8 	 -   	 -   	 -   	 0.8 	 -   	 -   	 Up to Wichita Falls for Christmas 	 Seth 
12/26/08	N28012	17-30A	KCWC-KCWC		 0.7 	 0.7 	 1 	 -   	 -   	 0.7 	 -   	 0.7 	 -   	 -   	 -   	 -   	 -   	 0.7 	 0.7 	 -   	 -   	 -   	 -   	 -   	 -   	 Local flight up Red River 	 Jason, Ellen, Linda 
12/26/08	N28012	17-30A	KCWC-KCWC		 0.7 	 0.7 	 1 	 -   	 -   	 0.7 	 -   	 0.7 	 -   	 -   	 -   	 -   	 -   	 0.7 	 0.7 	 -   	 -   	 -   	 -   	 -   	 -   	 Local flight up Red River 	 Kyler, Caleb, Logann 
12/27/08	N28012	17-30A	KGLE-KT67		 0.6 	 0.6 	 1 	 -   	 -   	 0.6 	 -   	 0.6 	 -   	 -   	 -   	 -   	 -   	 0.6 	 0.6 	 -   	 -   	 -   	 0.6 	 -   	 -   	 Very Windy.  Tried to land at 52F, but diverted to Hicks 	 Seth, Dan 
12/27/08	N28012	17-30A	KT67-52F		 0.3 	 0.3 	 1 	 -   	 -   	 0.3 	 -   	 0.3 	 -   	 -   	 -   	 -   	 -   	 0.3 	 0.3 	 -   	 -   	 -   	 -   	 -   	 -   	 Waited @ Hicks until xwind @ 52F was < 15kt 	 -   
12/31/08	N28012	17-30A	52F-KOSA		 0.8 	 0.8 	 1 	 -   	 -   	 0.8 	 -   	 0.8 	 -   	 -   	 -   	 -   	 -   	 0.8 	 0.8 	 -   	 -   	 -   	 0.8 	 -   	 -   	 -   	 Tracy 
