Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	Multi-engine	ASEL	Day	ASES	Tailwheel	Glider	Glass	Remarks
"01/11/08"	"C172S"	"N440FA"	"ORL-TIX-ORL"	1.2	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0		1.2	1.2					"landings, short and soft field takeoffs (J. Parkinson 3132482CFI exp. 10/09)"
"01/16/08"	"C172S"	"N826SP"	"ORL-ORL"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		1.0	1.0					"solo turns around a point, S turns"
"01/21/08"	"C172S"	"N777HE"	"ORL-ORL"	1.7	2	0	0.0	0.3	0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0		1.7	1.7					"slow flight, power on and power off stalls, VORs, emergency procedures (J. B. Iadeluca 2782695CFI exp. 3/08)"
"01/25/08"	"C172S"	"N775SP"	"ORL-ORL"	1.8	12	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0		1.8	1.8					"landings short and soft field, normal and crosswind, go arounds (J. B. Iadeluca 2782695CFI exp. 3/08)"
"01/26/08"	"C172S"	"N826SP"	"ORL-ORL"	1.9	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0		1.9	1.9					"slow flight, stalls, S turns, turns around a point, soft/short field landings (J. B. Iadeluca 2782695CFI exp. 3/08)"
"01/27/08"	"C172S"	"N423FT"	"ORL-ORL"	1.5	11	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0		1.5	1.5					"crosswind landings, go arounds (2), crosswind takeoffs (B. Hamlin 479860691CFI exp. 5/08)"
"01/28/08"	"C172S"	"N423FT"	"ORL-LAL-ORL"	1.5	4	0	0.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0		1.5	1.5					"GPS/VOR tracking to LAL (J. B. Iadeluca 2782695CFI exp. 3/08)"
"02/01/08"	"C172S"	"N826SP"	"ORL-ORL"	1.4	8	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0		1.4	1.4					"crosswind landings (J. B. Iadeluca 2782695CFI exp. 3/08)"
"02/05/08"	"C172S"	"N775SP"	"ORL-LEE-ORL"	1.4	7	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0		1.4	1.4					"crosswinds, flight to LEE (J. B. Iadeluca 2782695CFI exp. 3/08)"
"02/09/08"	"C172S"	"N440FA"	"ORL-GNV-ORL"	2.5	2	0	0.0	0.0	0	0.0	0.0	2.5	2.5	2.5	0.0	0.0	0.0		2.5	2.5					"solo cross country"
"02/09/08"	"8KCAB"	"N79SG"	"ORL-ORL"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0		1.0	1.0		1.0			"spins, stalls, cross controlled, power on/power off (J. B. Iadeluca 2782695CFI exp. 3/08)"
"02/10/08"	"C172S"	"N440FA"	"ORL-ORL"	1.9	15	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0		1.9	1.9					"crosswind landings (J. B. Iadeluca 2782695CFI exp. 3/10)"
"02/14/08"	"C172S"	"N777HE"	"ORL-ORL"	1.8	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0		1.8	1.8					"pre checkride flight (J. B. Iadeluca 2782695CFI exp. 3/10)"
"02/14/08"	"C172S"	"N423FT"	"ORL-ORL"	1.5	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0		1.5	1.5					"private mock checkride (R. Gender 2831604CFI)"
"02/15/08"	"C172S"	"N423FT"	"ORL-ORL"	1.7	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0		1.7	1.7					"checkride prep (J. B. Iadeluca 2782695CFI exp. 3/10)"
"02/16/08"	"C172S"	"N826SP"	"ORL-ORL"	1.9	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0		1.9	1.9					"checkride prep (J. B. Iadeluca 2782695CFI exp. 3/10)"
"02/17/08"	"C172S"	"N777HE"	"ORL-ORL"	0.7	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0		0.7	0.7					"crosswind landings (L. Templeton 3194220CFI)"
"02/17/08"	"C172S"	"N423FT"	"ORL-ORL"	1.8	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.8	0.0	1.8	0.0		1.8	1.8					"Private Pilot Checkride - Passed (Phil Greco 1550789 exp. 6/08)"
"02/18/08"	"C172S"	"N440FA"	"ORL-PBI-ORL"	3.0	0	2	0.0	0.0	0	0.0	3.0	3.0	0.0	3.0	0.0	3.0	0.0		3.0						"night cross country (L. Templeton 3194220CFI exp. 10/09)"
"02/23/08"	"C172S"	"N440FA"	"ORL-SGJ-ORL"	2.5	0	2	0.0	0.0	0	0.0	2.5	2.5	0.0	2.5	0.0	2.5	0.0		2.5						"night cross country (M. Brice 3096135CFI exp. 2/10)"
"02/25/08"	"C172S"	"N774SP"	"ORL-ORL"	1.1	8	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0		1.1	1.1					"crosswind landings"
"02/28/08"	"C172S"	"N775SP"	"ORL-VRB-DAB-ORL"	3.0	0	3	0.0	0.0	0	0.0	3.0	3.0	0.0	3.0	0.0	3.0	0.0		3.0						"night cross country (L. Templeton 3194220CFI exp. 10/09)"
"03/01/08"	"C172R"	"N102MU"	"SFB-SFB"	1.7	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.7	0.0	1.7	0.0		1.7	1.7					"Rental checkout at Falcon Flight Sanford (G. Traber 2749369 exp. 5/08)"
"03/01/08"	"C172S"	"N440FA"	"ORL-VNC-ORL"	2.8	0	2	0.0	0.0	0	0.0	2.8	2.8	0.0	2.8	0.0	0.0	0.0		2.8						"night cross country"
"03/02/08"	"C172R"	"N102MU"	"SFB-CDK-SFB"	3.0	4	0	0.0	0.0	0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0		3.0	3.0					"cross country, pattern work, touch and go's"
"03/02/08"	"C172S"	"N777HE"	"ORL-TMB-ORL"	4.4	1	1	0.0	0.0	0	0.0	2.2	4.4	0.0	4.4	0.0	4.4	0.0		4.4	2.2					"day/night cross country (L. Templeton 3194220CFI exp. 10/09)"
"03/09/08"	"C172P"	"N97919"	"X04-VNC-ORL-SFB"	3.8	3	0	0.0	0.0	0	0.0	0.0	3.8	0.0	3.8	0.0	0.0	0.0		3.8	3.8					"cross country"
"03/10/08"	"C172S"	"N440FA"	"ORL-VDF-ORL"	1.7	0	2	0.0	0.0	0	0.0	1.7	1.7	0.0	1.7	0.0	1.7	0.0		1.7						"night cross country (M. Brice 3096135CFI exp. 2/10)"
"03/22/08"	"C172P"	"N96525"	"SFB-TPF-SFB"	2.5	2	0	0.0	0.0	0	0.0	0.0	2.5	0.0	2.5	0.0	0.0	0.0		2.5	2.5					"cross country"
"03/23/08"	"C172S"	"N423FT"	"ORL-SGJ-ORL"	2.2	2	0	0.0	0.0	0	0.0	0.0	2.2	0.0	2.2	0.0	2.2	0.0		2.2	2.2					"cross country (L. Templeton 3194220CFI exp. 10/09)"
"03/29/08"	"BE-76"	"N6632D"	"SFB-SFB"	1.8	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	1.8		1.8					"first multi flight (M. Brice 3096135CFI exp. 2/10)"
"04/05/08"	"C172P"	"N97757"	"SFB-ORL-SFB"	1.5	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0		1.5	1.5					"crosswind landings (M. Brice 3096135CFI exp. 2/10)"
"04/06/08"	"BE-76"	"N6632D"	"SFB-SFB"	2.3	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	0.0	2.3		2.3					"power on and power off stalls, steep turns, slow flight, landings (M. Brice 3096135CFI exp. 2/10)"
"04/11/08"	"C172P"	"N97919"	"SFB-SPG-SFB"	2.8	2	0	0.0	0.0	0	0.0	0.0	2.8	0.0	2.8	0.0	2.8	0.0		2.8	2.8					"cross country (M. Brice 3096135CFI exp. 2/10)"
"04/12/08"	"BE76"	"N3728G"	"SFB-SFB"	2.1	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	0.0	2.1		2.1					"power on and power off stalls, single engine procedures, slow flight, single engine landing (M. Brice 3096135CFI exp. 2/10)"
"04/13/08"	"BE76"	"N3728G"	"SFB-SFB"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0		1.0					"power on and power off stall, slow flight (M. Brice 3096135CFI exp. 2/10)"
"04/14/08"	"BE-76"	"N6632D"	"SFB-SFB"	1.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	1.3		1.3					"power on and power off stalls, slow flight, single engine proc., steep turns (M. Brice 3096135CFI exp. 2/10)"
"04/14/08"	"BE-76"	"N6632D"	"SFB-SFB"	1.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	1.9		1.9					"power on and power off stalls, slow flight, single engine procedures, steep turns, VMC demo (M. Brice 3096135CFI exp. 2/10)"
"04/19/08"	"BE76"	"N3728G"	"SFB-SFB"	1.7	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	1.7		1.7					"power on and power off stalls, slow flight, single engine procedures, steep turns, VMC demo (M. Brice 3096135CFI exp. 2/10)"
"04/20/08"	"BE76"	"N3728G"	"SFB-SFB"	1.1	8	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	1.1		1.1					"normal landings, short field landings, short field takeoffs (M. Brice 3096135CFI exp. 2/10)"
"04/20/08"	"BE76"	"N3728G"	"SFB-SFB"	1.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	1.4		1.4					"stalls, steep turns, single engine procedures (M. Brice 3096135CFI exp. 2/10)"
"04/26/08"	"BE76"	"N3728G"	"SFB-SFB"	1.5	8	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	1.5		1.5					"short field landings, single engine landing, no flap landing, normal landings (M. Brice 3096135CFI exp. 2/10)"
"04/26/08"	"BE76"	"N3728G"	"SFB-SFB"	2.4	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	0.0	2.4		2.4					"maneuvers, single engine proc., single engine landing, no flap landing, short field landing (M. Brice 3096135CFI exp. 2/10)"
"04/27/08"	"BE76"	"N3728G"	"SFB-SFB"	3.1	8	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	3.1	0.0	3.1		3.1					"all types of landings, maneuvers, and single engine procedures (M. Brice 3096135CFI exp. 2/10)"
"05/01/08"	"BE-76"	"N6632D"	"SFB-SFB"	1.2	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	1.2		1.2					"Private AMEL checkride with Bob Raskey - Passed"
"05/10/08"	"PA28-180"	"N4878L"	"ORL-ORL"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0		0.9	0.9					"First flight in Brad's Piper Cherokee"
"05/10/08"	"PA28-180"	"N4878L"	"ORL-ORL"	1.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0		1.3	1.3					
"05/14/08"	"PA28-180"	"N4878L"	"ORL-ORL"	1.6	0	1	0.0	0.0	0	0.0	1.6	0.0	0.0	1.6	0.0	0.0	0.0		1.6						
"05/22/08"	"PA28-180"	"N4878L"	"ORL-ORL"	1.6	0	1	0.0	1.4	0	0.0	1.6	0.0	0.0	1.6	0.0	1.6	0.0		1.6						"Basic Instrument Man. Lesson 1.3 (M. Wolsey 3094066CFI exp. 09/08)"
"05/24/08"	"PA28-180"	"N4878L"	"ORL-ORL"	1.5	1	0	0.0	1.3	0	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0		1.5	1.5					"Basic Instrument Man. Lesson 1.5 (M. Wolsey 3094066CFI exp. 09/08)"
"05/26/08"	"C150M"	"N704FW"	"ORL-CGC-ORL"	2.0	0	2	0.0	0.0	0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0		2.0						
"05/26/08"	"PA28-180"	"N4878L"	"ORL-ORL"	1.6	1	0	0.4	1.0	1	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0		1.6	1.6					"Basic Instrument Man. Lesson 1.6, ILS Rwy 7 (M. Wolsey 3094066CFI exp. 09/08)"
"05/28/08"	"PA28-180"	"N4878L"	"ORL-ORL"	1.6	1	0	0.0	1.4	0	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0		1.6	1.6					"Basic Instrument Man. Lesson 1.7 (M. Wolsey 3094066CFI exp. 09/08)"
"05/31/08"	"PA28-180"	"N4878L"	"ORL-PCM-ORL"	2.5	3	0	0.0	2.0	2	0.0	0.0	2.5	0.0	2.5	0.0	2.5	0.0		2.5	2.5					"Basic Instrument Man. Lesson 1.10, GPS, ILS (M. Wolsey 3094066CFI exp. 09/08)"
"06/05/08"	"PA28-180"	"N4878L"	"ORL-ORL"	1.6	3	0	0.0	1.4	0	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0		1.6	1.6					"Basic Instrument Man. Lesson 1.13 (M. Wolsey 3094066CFI exp. 09/08)"
"06/06/08"	"PA28-180"	"N4878L"	"ORL-ORL"	1.4	3	0	0.0	1.2	0	0.0	0.0	0.0	0.0	1.4	0.0	1.4	0.0		1.4	1.4					"Basic Instrument Man. Lesson 1.14 (M. Wolsey 3094066CFI exp. 09/08)"
"06/17/08"	"PA28-180"	"N4878L"	"ORL-ORL"	1.6	1	0	0.0	1.4	0	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0		1.6	1.6					"Basic Instrument Man. Lesson 1.16 (M. Wolsey 3094066CFI exp. 09/08)"
"06/21/08"	"PA28-180"	"N4878L"	"ORL-ORL"	1.5	2	0	0.8	0.5	3	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0		1.5	1.5					"Basic Instrument Man. Lesson 2.3, LOC BC, VOR, VOR (M. Wolsey 3094066CFI exp. 09/08)"
"06/23/08"	"PA28-180"	"N4878L"	"ORL-LAL-ORL"	1.9	0	1	0.0	1.7	3	0.0	0.9	0.0	0.0	1.9	0.0	1.9	0.0		1.9	1.0					"Ins. App. and Holding Lesson 2.5, 2 VOR, ILS, Hold (M. Wolsey 3094066CFI exp. 09/08)"
"06/28/08"	"PA28-180"	"N4878L"	"ORL-MLB-ORL"	2.1	3	0	0.5	1.3	3	0.0	0.0	0.0	0.0	2.1	0.0	2.1	0.0		2.1	2.1					"Ins. App. and Holding Lesson 2.7, 2 BC, 1 VOR, 1 Hold (M. Wolsey 3094066CFI exp. 09/08)"
"06/30/08"	"PA28-180"	"N4878L"	"ORL-ISM-ORL"	1.9	1	0	0.0	1.7	2	0.0	0.0	0.0	0.0	1.9	0.0	1.9	0.0		1.9	1.9					"Ins. App. and Holding Lesson 2.8, 2 ILS, 1 DME Arc, 1 Hold (M. Wolsey 3094066CFI exp. 09/08)"
