Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	Complex	High Perf	Tailwheel	Turbine	Multi Engine	Remarks
"01/07/01"	"PA28-181"	"N75047"	"GSO-W88-GSO"	1.8	4	0	0.0	0.1	0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0						"Passed Private Pilot Checkride!  DE Pat Owens"
"03/11/01"	"PA28-181"	"N75047"	"GSO-78N-GSO"	1.2	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0						"Crosswinds at Shiloh w/Dad, first passenger"
"03/17/01"	"PA28-181"	"N75047"	"GSO-HBI-GSO"	1.2	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0						"Trip to Asheboro w/Dad, saw Air Force museum, beautiful day"
"04/07/01"	"C152"	"N89626"	"IGX-TDF-IGX"	1.3	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0						"a/c familiarization, stalls, slow flight, steep turns, chapel hill flying club checkout"
"04/14/01"	"PA28-181"	"N75047"	"GSO-SOP-GSO"	1.7	2	0	0.0	0.0	0	0.0	0.0	1.7	0.0	1.7	0.0	0.0	0.0						"Short x/c to Pinehurst w/Dad"
"04/20/01"	"C152"	"N4640B"	"IGX-TDF-IGX"	1.1	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	1.1	0.0						"high alt. emergencies, gusty conditions, t/o & ldgs"
"05/08/01"	"C152"	"N4640B"	"IGX-TDF-IGX"	1.4	8	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	1.4	0.0						"short & soft field ops, no flap & normal t/o & ldgs"
"05/09/01"	"C152"	"N45967"	"IGX-IGX"	0.7	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.7	0.0						"advanced stalls, incipient spin demo, spiral dive recoveries"
"05/19/01"	"PA18-150"	"N5237N"	"W88-W88"	1.0	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	1.0	0.0			1.0			"Tailwheel training: intro to a/c, takeoff & landing"
"05/25/01"	"PA18-150"	"N5237N"	"W88-W88"	0.3	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.1	0.0	0.3	0.0			0.3			"Tailwheel training: t/o, ldg, go-around, high winds, low vis, rain"
"05/26/01"	"PA18-150"	"N5237N"	"W88-W88"	0.9	7	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.9	0.0			0.9			"Tailwheel training: pattern ops, t/o, ldg, asphalt"
"05/29/01"	"PA18-150"	"N5237N"	"W88-W88"	0.9	8	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.9	0.0			0.9			"Tailwheel training: x-wind t/o & ldgs"
"06/08/01"	"PA18-150"	"N5237N"	"W88-W88"	1.1	7	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	1.1	0.0			1.1			"Tailwheel training: wheel ldgs, touch & goes, go-arounds"
"06/10/01"	"PA18-150"	"N5237N"	"W88-W88"	1.1	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.6	0.0			1.1			"Tailwheel training: wheel landings, asphalt t/o & ldg, tailwheel solo"
"06/15/01"	"C172M"	"N80728"	"W88-BUY-W88"	1.2	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	1.2	0.0						"checkout satisfactory"
"06/21/01"	"PA18-150"	"N5237N"	"W88-W88"	1.0	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			1.0			"landings practice, saw N80728 run off side of the runway the day before"
"07/02/01"	"C152"	"N48212"	"GSO-GSO"	0.8	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.8	0.0						"checkout satisfactory"
"07/03/01"	"C172N"	"N1942F"	"GSO-GSO"	0.6	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.6	0.0						"checkout satisfactory, engine failure, stalls"
"07/05/01"	"PA28-180"	"N44193"	"GSO-FQD-GSO"	2.5	2	0	0.0	0.0	0	0.0	0.0	2.5	0.0	2.5	0.0	0.0	0.0						"Lunch w/Allison, saw her dad's C170, smooth ride"
"07/10/01"	"C152"	"N48212"	"GSO-TTA-GSO"	1.7	2	0	0.0	0.0	0	0.0	0.0	1.7	0.0	1.7	0.0	0.0	0.0						"x/c to new Sanford airport, brand spankin' new"
"07/15/01"	"C172N"	"N1942F"	"GSO-14A-GSO"	1.5	2	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	0.0						"went to Lk. Norman w/Dad, got tour of airport, saw AN-2 biplane there"
"08/03/01"	"C152"	"N48212"	"GSO-LHZ-GSO"	2.3	2	0	0.0	0.0	0	0.0	0.0	2.3	0.0	2.3	0.0	0.0	0.0						"x/c to Franklin Co., checked out Katana, busy pattern"
"08/05/01"	"PA28-181"	"N75047"	"GSO-9W7-ASJ-GSO"	4.8	4	0	0.0	0.0	0	0.0	0.0	4.8	0.0	4.8	0.0	0.0	0.0						"Flew to coast to visit Tom, flew around northern Outer Banks, up to 10k ft."
"08/24/01"	"DA20-A1"	"N677DA"	"LHZ-LHZ"	0.8	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.8	0.0						"checkout w/Jeff Fasking"
"09/08/01"	"DA20-A1"	"N677DA"	"LHZ-LHZ"	1.3	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0						"cloud dancing, touch & goes, fun flying"
"10/15/01"	"C172R"	"N22055"	"LHZ-LHZ"	1.0	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0						"checkout, MCA, stalls power on & off w/Jeff"
"10/20/01"	"C152"	"N48212"	"GSO-UKF-GSO"	2.2	3	0	0.0	0.0	0	0.0	0.0	2.2	0.0	2.2	0.0	0.0	0.0						"Short x/c to Wilkes Co., flew around mountains, pretty"
"11/03/01"	"DA20-A1"	"N677DA"	"LHZ-ASJ-LHZ"	2.0	2	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0						"Storms over VA, ended up dropping by ASJ, friendly people"
"11/13/01"	"DA20-A1"	"N677DA"	"LHZ-GSO-LHZ"	3.3	3	0	0.0	0.0	0	0.0	0.0	3.3	0.0	3.3	0.0	0.0	0.0						"Took dad for a ride in the Katana, bumpy & hazy, flew over Causey"
"12/17/01"	"C172R"	"N7275G"	"BUY-BUY"	1.1	1	0	0.0	0.7	0	0.0	0.0	0.0	0.0	1.1	0.0	1.1	0.0						"Instrument training: straight & level, const airspeed & rate climbs, descents, airspeed transitions"
"12/19/01"	"C172R"	"N7275G"	"BUY-BUY"	1.3	0	1	0.0	1.0	0	0.0	0.2	0.0	0.0	1.3	0.0	1.3	0.0						"Instrument training: times & compass turns, rate & airspeed climbs & descents"
"12/21/01"	"C172R"	"N7275G"	"BUY-BUY"	1.3	1	0	0.0	1.0	0	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0						"Instrument training: compass & timed turns, steep turns, rate & speed climbs & descents"
"12/24/01"	"C172R"	"N7275G"	"BUY-BUY"	1.1	1	0	0.0	0.8	0	0.0	0.0	0.0	0.0	1.1	0.0	1.1	0.0						"Instrument training: partial panel, unusual attitude recovery, steep turns, power on & off stalls"
"12/26/01"	"C172R"	"N7275G"	"BUY-BUY"	1.2	1	0	0.0	0.9	0	0.0	0.0	0.0	0.0	1.2	0.0	1.2	0.0						"Instrument training: progress check satisfactory"
"12/28/01"	"C172S"	"N272RP"	"BUY-BUY"	1.6	1	0	0.0	1.1	0	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0						"Instrument training: VOR & NDB orientation, intercepting & tracking, NDB holding"
"12/30/01"	"C172S"	"N963AC"	"BUY-BUY"	1.4	1	0	0.0	1.0	0	0.0	0.0	0.0	0.0	1.4	0.0	1.4	0.0						"Instrument training: NDB & VOR holding w/wind correction, instrument takeoff"
"01/02/02"	"C172S"	"N272RP"	"BUY-BUY"	1.6	1	0	0.0	1.2	0	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0						"Instrument training: intersection holding, DME arcs"
"01/13/02"	"C172R"	"N7275G"	"BUY-BUY"	1.5	1	0	0.0	1.2	0	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0						"Instrument training: NDB holding, DME leg holding, progress check"
"01/20/02"	"C172R"	"N7275G"	"BUY-BUY"	1.7	1	0	0.0	1.4	0	0.0	0.0	0.0	0.0	1.7	0.0	1.7	0.0						"Instrument training: DME arc, VOR, intersection hold, DME leg holding"
"01/21/02"	"C172R"	"N7275G"	"BUY-BUY"	1.3	1	0	0.2	0.0	2	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0						"Instrument training: ILS@INT w/miss, LOC@BUY"
"01/26/02"	"C172R"	"N7275G"	"BUY-BUY"	1.2	0	1	0.0	1.0	2	0.0	1.2	0.0	0.0	1.2	0.0	1.2	0.0						"Instrument training: DME arc, VOR/DME app, LOC app"
"02/02/02"	"C172R"	"N7275G"	"BUY-GSO-BUY"	1.4	2	0	0.0	1.0	2	0.0	0.0	0.0	0.0	1.4	0.0	1.4	0.0						"Instrument training: ILS to ldg, LOC app to ldg, steep turns, partial panel"
"02/09/02"	"C172R"	"N7275G"	"BUY-BUY"	1.3	1	0	0.0	1.0	2	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0						"Instrument training: VOR app w/miss, partial panel LOC app w/ldg"
"02/16/02"	"C172S"	"N272RP"	"BUY-BUY"	1.3	1	0	0.2	1.0	2	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0						"Instrument training: partial panel VOR/DME app, GPS24@BUY to ldg"
"02/24/02"	"C172R"	"N7275G"	"BUY-BUY"	1.5	1	0	0.0	1.2	3	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0						"Instrument training: ILS5@GSO, VOR2@2A5, NDB6@BUY"
"03/15/02"	"C172R"	"N7275G"	"BUY-VUJ-GSO-BUY"	2.0	3	0	0.0	1.6	3	0.0	0.0	1.7	0.0	2.0	0.0	2.0	0.0						"Instrument training: short cross-country, NDB,ILS & LOC approaches"
"03/24/02"	"C172R"	"N7275G"	"BUY-BUY"	1.2	1	0	0.0	1.0	3	0.0	0.0	0.0	0.0	1.2	0.0	1.2	0.0						"Instrument training: ILS,NDB@TDF, VOR/DME-A@BUY"
"04/14/02"	"DA20-A1"	"N677DA"	"LHZ-LHZ"	0.5	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0						"Touch & goes, re-checkout"
"05/21/02"	"C172M"	"N61615"	"GSO-GSO"	0.8	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.8	0.0						"checkout"
"05/23/02"	"C172N"	"N1942F"	"GSO-LYH-GSO"	2.8	2	0	0.0	0.0	0	0.0	0.0	2.8	0.0	2.8	0.0	0.0	0.0						"low level pilotage along US29"
"05/29/02"	"C172M"	"N61615"	"GSO-FLO-GSO"	3.2	2	0	0.0	0.0	0	0.0	0.0	3.2	0.0	3.2	0.0	0.0	0.0						"bump, hazy, cloudy flight to South Carolina, pilotage"
"06/03/02"	"C172N"	"N1942F"	"GSO-ROA-GSO"	2.4	2	0	0.0	0.0	0	0.0	0.0	2.4	0.0	2.4	0.0	0.0	0.0						"pilotage over the most beautiful country I've flown over, mountains"
"06/10/02"	"C172N"	"N1942F"	"GSO-ILM-GSO"	3.5	2	0	0.0	0.0	0	0.0	0.0	3.5	0.0	3.5	0.0	0.0	0.0						"hot, bumpy, hazy, overflew Pope AFB, saw ocean"
"06/19/02"	"C172N"	"N1942F"	"GSO-W78-GSO"	2.1	2	0	0.0	0.0	0	0.0	0.0	2.1	0.0	2.1	0.0	0.0	0.0						"soft field landing, main runway closed"
"06/24/02"	"PA28-181"	"N6913J"	"GSO-GSO"	1.3	1	0	0.0	1.0	2	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0						"Instrument training: VOR@2A5, VOR hold, ILS23@GSO w/Andrew Hepler"
"06/28/02"	"C172N"	"N1942F"	"GSO-GSO"	1.5	1	0	0.2	1.2	2	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0						"Instrument training: NDB26@HBI, NDB hold, ILS23@GSO partial panel"
"06/29/02"	"C172N"	"N1942F"	"GSO-GSO"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0						"Circled Pilot Mtn w/Tom Aydlett, flew over High Point"
"07/12/02"	"C172N"	"N1942F"	"GSO-HKY-GSO"	1.8	2	0	0.0	0.0	0	0.0	0.0	1.8	0.0	1.8	0.0	0.0	0.0						"pilotage, followed I-40, could see forever"
"07/23/02"	"PA28-181"	"N75047"	"GSO-FLO-CLT-GSO"	3.8	3	0	0.5	3.0	3	0.0	0.0	3.8	0.0	3.8	0.0	3.8	0.0						"Instrument training: long x/c, VOR-A@FLO arc, ILS18L@CLT, ASR@GSO"
"07/28/02"	"C172N"	"N1942F"	"GSO-GSO"	1.3	1	0	0.0	1.0	2	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0						"Instrument training: NDB31@78N partial panel, NDB hold, ILS23@GSO"
"07/31/02"	"C172M"	"N61615"	"GSO-JQF-GSO"	2.0	3	0	0.0	1.7	2	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0						"Instrument training: ILS20@JQF, ILS5@GSO, arrival/departure procedures"
"08/04/02"	"C172N"	"N1942F"	"GSO-GSO"	1.3	1	0	0.0	1.0	2	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0						"Instrument training: VOR2@2A5 partial panel, VOR hold, ILS5@GSO"
"08/06/02"	"C172N"	"N1942F"	"GSO-GSO"	1.5	1	0	0.0	1.3	3	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0						"Instrument training: VOR-A@5W8, NDB22@5W8, ILS5@GSO, checkride prep"
"08/12/02"	"PA28-180"	"N44193"	"GSO-GSO"	1.3	1	0	0.0	1.1	2	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0						"Instrument training: VOR2@2A5, VOR hold, ILS23@GSO, checkride prep"
"08/25/02"	"C172N"	"N1942F"	"GSO-GSO"	1.7	1	0	0.0	1.5	3	0.0	0.0	0.0	0.0	1.7	0.0	1.7	0.0						"Instrument training: NDB22@5W8, VOR2@2A5, ILS23@GSO, checkride prep"
"08/25/02"	"C172N"	"N1942F"	"GSO-GSO"	1.2	1	0	0.0	1.0	3	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0						"Passed instrument checkride w/DPE Pat Owens"
"10/18/02"	"C172N"	"N1942F"	"GSO-PGV-GSO"	3.4	2	0	0.0	0.0	0	0.0	0.0	3.4	0.0	3.4	0.0	0.0	0.0						"Picked up dad & flew him home, first air taxi flight :-)"
"11/29/02"	"C172N"	"N1942F"	"GSO-GSO"	1.8	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0						"Flew to Mt Airy, too windy to land, flew up to 11,000'"
"12/29/02"	"C172N"	"N1942F"	"GSO-78N-GSO"	1.9	9	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0						"Touch & goes for fun, reviewed private maneuvers"
"01/26/03"	"CH-2000"	"N699ZA"	"LHZ-W03-LHZ"	1.2	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	1.2	0.0						"Checkout, avionics, steep turns, slow flight, power off stalls, emergencies"
"03/02/03"	"CH-2000"	"N699ZA"	"LHZ-LHZ"	0.4	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0						"Touch & goes, gusty crosswinds"
"03/10/03"	"C172N"	"N1942F"	"GSO-GSO"	1.4	1	0	0.0	1.2	2	0.0	0.0	0.0	0.0	1.4	0.0	1.4	0.0						"Approaches, VOR@2A5, ILS@GSO, Hold@LIB, w/Kevin McKnight"
"03/28/03"	"CH-2000"	"N699ZA"	"LHZ-LHZ"	1.3	3	0	0.0	1.1	3	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0						"ILS04@LHZ, GPS-A@LHZ, GPS04@LHZ w/Cheri Wallace"
"06/02/03"	"C172N"	"N1942F"	"GSO-GSO"	0.6	1	0	0.0	0.4	1	0.0	0.0	0.0	0.0	0.6	0.0	0.6	0.0						"ILS23@GSO w/Alan York"
"08/05/03"	"C172N"	"N1942F"	"GSO-GSO"	1.0	1	0	0.4	0.0	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0						"First IFR solo, low broken layer, ILS23@GSO 2x"
"08/13/03"	"C172M"	"N61615"	"GSO-HBI-GSO"	1.0	1	0	0.5	0.0	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0						"Solo IFR practice, low broken clouds, VOR-A@HBI, ILS5@GSO"
"09/14/03"	"C172N"	"N6617J"	"LHZ-LHZ"	0.6	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.6	0.0						"172 checkout"
"10/12/03"	"C172N"	"N6617J"	"LHZ-W03-LHZ"	1.1	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0						"Pilotage above broken clouds to Wilson"
"10/25/03"	"C172N"	"N1942F"	"GSO-HLX-GSO"	1.7	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0						"Followed 52N to Hillsville, went by car the day before"
"12/20/03"	"DA20-C1-Eclipse"	"N143MA"	"GSO-BUY-2A5-GSO"	1.4	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	1.4	0.0						"checkout complete"
"12/31/03"	"DA20-C1-Eclipse"	"N143MA"	"GSO-EXX-GSO"	1.4	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0						"Flying with Dad to Lexington and circled Pilot Mtn, let him fly"
"02/28/04"	"C152"	"N68851"	"LHZ-ISO-OCW-LHZ"	2.2	2	0	0.0	0.0	0	0.0	0.0	2.2	0.0	2.2	0.0	0.0	0.0						"snow west of RWI, tour of eastern NC, pilotage"
"04/10/04"	"C152"	"N68851"	"LHZ-MCZ-LHZ"	1.6	2	0	0.0	0.0	0	0.0	0.0	1.6	0.0	1.6	0.0	0.0	0.0						"Maneuvers NW of MCZ, flew back through rain"
"07/02/04"	"DA20-C1-Eclipse"	"N143MA"	"GSO-BUY-GSO"	1.2	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	1.2	0.0						"Flight review complete w/Pat Hartigan"
