Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	Complex/Hi-Perf	Remarks
"07/29/07"	"PA28-140"	"N4998L"	"PRX- TYR"	1.4	2	0	0.0	0.0	0	0.0	0.0	1.4	1.4	1.4	0.0	0.0	0.0		"Solo X-C Second Leg, Nav by VOR, Lost Electrical Pwr."
"07/29/07"	"PA28-140"	"N4998L"	"TYR- DTO"	1.6	1	0	0.0	0.0	0	0.0	0.0	1.6	1.6	1.6	0.0	0.0	0.0		"Solo X-C Third Leg, Nav by Pilotage, No Electrical Pwr. Had to divert for T-Storms, XWind Ldg"
"08/05/07"	"PA28-140"	"N4998L"	"HVA - ABI"	1.6	1	0	0.0	0.0	0	0.0	0.0	1.6	1.6	1.6	0.0	0.0	0.0		"Solo X-C First Leg"
"08/05/07"	"PA28-140"	"N4998L"	"ABI- CWC (Kickapoo)"	1.3	1	0	0.0	0.0	0	0.0	0.0	1.3	1.3	1.3	0.0	0.0	0.0		"Solo X-C Second Leg"
"08/05/07"	"PA28-140"	"N4998L"	"CWC (KICKAPOO)- DTO"	1.5	1	0	0.0	0.0	0	0.0	0.0	1.5	1.5	1.5	0.0	0.0	0.0		"Solo X-C Third Leg"
"08/10/07"	"PA28-140"	"N4998L"	"DTO - OUN"	1.2	1	0	0.0	0.0	0	0.0	0.0	1.2	1.2	1.2	0.0	0.0	0.0		"Solo X-C First Leg"
"08/10/07"	"PA28-140"	"N4998L"	"OUN- DTO"	1.7	1	0	0.0	0.0	0	0.0	0.0	1.7	1.7	1.7	0.0	0.0	0.0		"Solo X-C Second Leg"
"08/18/07"	"PA28-140"	"N4998L"	"HVA - Local"	1.8	1	0	0.0	0.4	0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0		"Full Airwork Review"
"08/24/07"	"PA28-140"	"N4998L"	"HVA - GLE"	1.9	4	0	0.0	0.5	0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0		"Full Review"
"08/25/07"	"PA28-140"	"N4998L"	"HVA - DTO"	1.5	12	0	0.0	0.0	0	0.0	0.0	0.0	1.5	1.5	0.0	0.0	0.0		"Touch + Go's Practice, Very busy pattern"
"09/16/07"	"PA28-140"	"N4998L"	"HVA - DTO"	1.5	12	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0		"Ldg Review"
"09/21/07"	"PA28-140"	"N4998L"	"HVA - GLE"	1.4	4	0	0.0	0.5	0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0		"Full Review"
"09/22/07"	"PA28-140"	"N4998L"	"HVA - GLE"	1.9	7	0	0.0	0.3	0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0		"Full Review"
"10/05/07"	"PA28-140"	"N4998L"	"HVA - DTO"	1.5	13	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0		"To's + Ldg's"
"10/07/07"	"PA28-140"	"N4998L"	"DTO- TRL"	1.6	0	2	0.0	0.0	0	0.0	1.6	1.6	0.0	0.0	0.0	1.6	0.0		"Night X-C"
"10/12/07"	"PA28-140"	"N4998L"	"HVA - DTO"	1.4	8	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0		"To's + Ldg's all for Recommendation"
"10/14/07"	"PA28-140"	"N4998L"	"HVA - Local"	1.7	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0		"Full Air-Work Review"
"10/17/07"	"PA28-140"	"N4998L"	"HVA - DTO"	1.8	9	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0		"Full X-Wind Review"
"10/26/07"	"PA28-140"	"N4998L"	"HVA - DTO"	1.7	5	0	0.0	0.4	0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0		"Full Review"
"10/27/07"	"PA28-140"	"N4998L"	"HVA - GLE"	1.6	8	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0		"To's + Ldg's Review with Jonathan"
"10/28/07"	"PA28-140"	"N4998L"	"HVA - Local"	1.4	1	0	0.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0		"Basic Attitude Instru. Full + Part. Panel, Unusual Attitude, VOR Tracking"
"10/30/07"	"PA28-140"	"N4998L"	"HVA - Decatur"	1.6	0	8	0.0	0.0	0	0.0	1.6	0.0	0.0	0.0	0.0	1.6	0.0		"Night TO's + Ldg's, 2 Full-Stop"
"11/01/07"	"PA28-140"	"N4998L"	"HVA - Ironhead"	1.5	3	0	0.0	0.3	0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0		"Private Pilot Recommendation OK!  Landings at NWRegional + Ironhead"
"11/10/07"	"PA28-140"	"N4998L"	"DTO - GLE"	1.3	5	0	0.0	0.0	0	0.0	0.0	0.0	1.3	1.3	0.0	0.0	0.0		"To's + Ldg's, Scenic Flight"
"11/14/07"	"PA28-140"	"N4998L"	"DTO - Local"	0.6	5	0	0.0	0.0	0	0.0	0.0	0.0	0.6	0.6	0.0	0.0	0.0		"X-Wind TO's + LDG's  Wind 240@20  Landing on Runway 17"
"11/18/07"	"PA28-140"	"N4998L"	"ADS - AFW - DTO"	1.5	6	0	0.0	0.0	0	0.0	0.0	0.0	1.5	1.5	0.0	0.0	0.0		"First flight out of ADS"
"11/27/07"	"PA28-140"	"N4998L"	"DTO- Local"	1.1	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0		"Private Pilot Checkride -- Passed!  Dale Williamson - DE"
"12/06/07"	"PA28-140"	"N4998L"	"HVA - FWS - WEA - FWS - DTO"	2.2	2	2	0.0	0.0	0	0.0	1.0	0.0	0.0	2.2	0.0	0.0	0.0		"First flight with Suzanne up front.  Nice evening flight."
"12/08/07"	"PA28-140"	"N4998L"	"HVA - F00 - HVA"	1.3	2	0	0.0	0.0	0	0.0	0.0	1.3	0.0	1.3	0.0	0.0	0.0		"First flight with Alicia, Ldg's at F00 and HVA Very hazy, poor vis, bumpy"
"12/16/07"	"PA28-140"	"N4998L"	"HVA- DTO - HVA"	1.3	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0		"First flight with Luke. Perfect weather, practice area fun.  Luke's friend Eric Tovar came along."
"12/21/07"	"C172S"	"N307SP"	"52F - Local"	1.0	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0		"C172 Checkout at Marcair  Slow flight, Maneuvers, T&G's - Brooks Higginbotham, CFI"
"12/24/07"	"PA28-140"	"N4998L"	"HVA - FWS - RBD"	1.2	2	0	0.0	0.0	0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0		"Luke in Right Seat working Radio, Suzanne in back seat.  Clear, nice view of TMS & FTW"
"12/25/07"	"PA28-140"	"N4998L"	"RBD- TPL"	1.4	1	0	0.0	0.0	0	0.0	0.0	1.4	0.0	1.4	0.0	0.0	0.0		"With Alicia to visit Larry, Jan + Momo. Wx clear, good vis, head winds."
"12/25/07"	"PA28-140"	"N4998L"	"TPL- 84R"	1.2	1	0	0.0	0.0	0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0		"With Alicia to surprise Barbara + Mark.  Wx clear, good vis, Alicia slept entire flight."
"12/26/07"	"PA28-140"	"N4998L"	"84R- DTO"	1.5	0	1	0.0	0.0	0	0.0	1.5	1.5	0.0	1.5	0.0	0.0	0.0		"With Alicia night flight home. Wx clear. Flight Following, cleared through DFW Bravo. 130kt GS"
"01/01/08"	"PA28-140"	"N4998L"	"HVA - DUA"	1.6	1	1	0.0	0.0	0	0.0	0.6	1.6	0.0	1.6	0.0	0.0	0.0		"With Mike W. Walked to casino for food. Night Ldg @ HVA on return"
"01/12/08"	"PA28-140"	"N4998L"	"HVA - T67 - HVA"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		"First flight to Hicks. Lunch at Rio Concho. High approach T67, perfect approach HVA"
"02/09/08"	"PA28-140"	"N4998L"	"HVA - DTO - GLE"	1.7	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0		"Flew with Seth, nice weather, T&G at DTO, GLE, Ldg 16 HVA"
"02/24/08"	"PA24-250"	"N8212P"	"HVA - GLE"	1.7	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	1.7	"Hi-perf/PA-24 Familiarization, Steep turns, Stalls, TO+Ldg"
"03/01/08"	"PA24-250"	"N8212P"	"HVA - GLE -  SWI - HVA"	1.7	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	1.7	"Cplx/HP familiarization - Airport Hop - Ldg 16 HVA"
"03/08/08"	"PA24-250"	"N8212P"	"HVA-LUD-RPH-HVA"	2.0	3	0	0.0	0.0	0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	"Complex/Hi-Performance/PA-24 Checkout Complete, Tom Tweeddale - CFI"
"03/12/08"	"PA28-140"	"N32198"	"HVA-PWA"	1.2	1	0	0.0	0.0	0	0.0	0.0	1.2	1.2	1.2	0.0	0.0	0.0		"Departed before sunrise, business trip to OKC,"
"03/12/08"	"PA28-140"	"N32198"	"PWA-HVA"	2.2	1	0	0.0	0.0	0	0.0	0.0	2.2	2.2	2.2	0.0	0.0	0.0		"Landed 16 @ HVA exit taxi way, 24kt headwind"
"03/15/08"	"PA28-180"	"N4746L"	"ADS - TKI - ADS"	1.0	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0		"RFC Dallas Club Cherokee Checkout - Tom Johnson, CFI"
"03/20/08"	"PA28-180"	"N4746L"	"ADS-FWS-ADS"	1.4	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0		"Picked up Luke and Eric.  Through Class B over DAL, Flight Following"
"03/24/08"	"PA28-140"	"N32198"	"HVA-PWA"	1.5	1	0	0.0	0.0	0	0.0	0.0	1.5	1.5	1.5	0.0	0.0	0.0		"Flight to OKC for Integris install"
"03/25/08"	"PA28-140"	"N32198"	"PWA-HVA"	2.0	1	0	0.0	0.0	0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0		"Return to HVA from Integris install"
"04/12/08"	"PA28-140"	"N32198"	"HVA - DTO - HVA"	1.4	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0		"Local flight with Mike Martin"
"04/14/08"	"PA28-140"	"N32198"	"HVA-PWA"	1.7	1	0	0.0	0.0	0	0.0	0.0	1.7	1.7	1.7	0.0	0.0	0.0		"Flight to OKC for Integris install second attempt"
"04/15/08"	"PA28-140"	"N32198"	"PWA-HVA"	2.0	1	0	0.0	0.0	0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0		"Return to HVA from Integris install"
"04/19/08"	"PA28-180"	"N4746L"	"ADS - FWS - GYI - ADS"	2.5	3	0	0.0	0.0	0	0.0	0.0	2.5	0.0	2.5	0.0	0.0	0.0		"Picked up Suzanne at Spinks and then flew to the Grayson Co. flyin"
"05/05/08"	"PA28-140"	"N32198"	"HVA - FWS - SEP"	1.2	2	0	0.0	0.0	0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0		"Flew to SEP for breakfast at Castillo's, picked up Trey at FWS"
"05/05/08"	"PA28-140"	"N32198"	"SEP - FWS - HVA"	1.4	2	0	0.0	0.0	0	0.0	0.0	1.4	0.0	1.4	0.0	0.0	0.0		"Return from breakfast, dropped Trey off at FWS"
"05/07/08"	"PA28-140"	"N32198"	"HVA- DTO"	2.5	0	1	0.0	0.0	0	0.0	2.5	2.5	2.5	2.5	0.0	0.0	0.0		"Night flight to OKC but ran into IMC at just south of Lindsay so turned around and back to DTO"
"05/09/08"	"PA28-140"	"N32198"	"HVA - GLE -  HVA"	1.2	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0		"First flight with Gil. Just up playing around."
"05/17/08"	"PA28-180"	"N4746L"	"ADS - R84 - ADS"	3.8	2	0	0.0	0.0	0	0.0	0.0	3.8	0.0	3.8	0.0	0.0	0.0		"Smithville flyin with Alicia - A little VFR on top on the return trip"
"06/13/08"	"PA28-140"	"N32198"	"HVA - Local"	1.7	1	0	0.0	1.2	0	0.0	0.0	0.0	0.0	1.7	0.0	1.7	0.0		"Basic Att. Instru. Pitch+Bank Full+Part Panel, VOR Review -- Tom Tweeddale"
"06/15/08"	"PA28-180"	"N4746L"	"ADS - 48TX"	1.2	2	0	0.0	0.0	0	0.0	0.0	0.0	1.2	1.2	0.0	0.0	0.0		"To Skydive Dallas, Ldg grass, Return through TKI Delta"
"06/18/08"	"PA28-140"	"N32198"	"HVA - Local"	1.6	1	0	0.0	1.3	0	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0		"Basic Att. Instru. Pitch+Bank Full+Part Panel, Banks @ std, 30, 45 -- Tom Tweeddale"
"06/25/08"	"PA28-140"	"N32198"	"HVA - Local"	1.8	1	0	0.0	1.5	0	0.0	0.0	0.0	0.0	1.8	0.0	1.8	0.0		"Basic Att. Instru. Pitch, Bank, Airspd. Banks@Std, 30, 45, Full,Panel Compass - Tom Tweeddale CFI"
"06/28/08"	"PA28-180"	"N4746L"	"ADS - WEA - SEP"	1.3	2	0	0.0	0.0	0	0.0	0.0	1.3	0.0	1.3	0.0	0.0	0.0		"With John W. to Hard8, Direct over DFW @ 3500"
"06/28/08"	"PA28-180"	"N4746L"	"SEP-WEA-ADS"	1.2	2	0	0.0	0.0	0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0		"Return from Hard8 w John, Cleared into Bravo fly direct Ranger at 3500 over DFW"
"06/29/08"	"PA28-140"	"N32198"	"HVA - Local"	0.8	1	0	0.0	0.6	0	0.0	0.0	0.0	0.0	0.8	0.0	0.8	0.0		"Basic Att. Instru. Pitch+Bank, Airspeed, Stalls -- Tom Tweeddale CFII"
"07/06/08"	"PA28-180"	"N4746L"	"ADS - SLR"	1.2	1	0	0.0	0.0	0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0		"Flew with Gil to SLR for Breakfast"
"07/06/08"	"PA28-180"	"N4746L"	"SLR-3T0"	1.0	1	0	0.0	0.0	0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		"With Gil to Cedar Mills"
"07/06/08"	"PA28-180"	"N4746L"	"3T0-SEP"	1.2	1	0	0.0	0.0	0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0		"Lunch at Hard8 with Gil"
"07/06/08"	"PA28-180"	"N4746L"	"SEP-ADS"	1.0	1	0	0.0	0.0	0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		"Back to ADS with Gil"
"07/06/08"	"PA28-180"	"N4746L"	"ADS-F46-TKI"	1.3	4	0	0.0	0.0	0	0.0	0.0	1.3	0.0	1.3	0.0	0.0	0.0		"Flew with Mike and Cal"
"07/13/08"	"PA28-140"	"N32198"	"HVA - Local"	1.5	1	0	0.0	1.2	0	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0		"Basic Att. Instru. Pitch+Bank, Airspeed, Stalls -- Tom Tweeddale CFII"
"07/20/08"	"PA28-140"	"N32198"	"HVA - GLE"	1.5	1	0	0.0	1.2	0	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0		"Turns, Stalls, Full + Part Pannel, T-pattern Tom Tweeddale, CFII"
"08/02/08"	"PA28-140"	"N32198"	"DTO - HVA"	1.5	1	0	0.0	1.3	0	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0		"Basic Att Instruments, Full + Part Panel, Stalls, T-patterns - Tom Tweeddale, CFII"
"08/08/08"	"PA28-180"	"N4746L"	"ADS - HQZ"	1.0	6	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		"Just for fun - Touch + Go's at HQZ"
"08/10/08"	"PA28-180"	"N4746L"	"ADS - Local"	0.7	2	0	0.0	0.0	0	0.0	0.0	0.0	0.7	0.7	0.0	0.0	0.0		"To HVA for lesson with Tom"
"08/10/08"	"PA28-180"	"N4746L"	"HVA - Local"	1.5	1	0	0.0	1.2	0	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0		"Basic Att. Instru. Pitch+Bank 30 + 45, Airspeed, T-pat. -- Tom Tweeddale CFII"
"08/13/08"	"PA24-250"	"N8212P"	"HVA - SWO"	3.4	1	1	0.0	0.0	0	0.0	0.4	3.4	0.0	3.4	0.0	3.4	0.0	3.4	"X-C to Stillwater for business -- Tom Tweeddale, CFI"
"08/23/08"	"PA28-140"	"N32198"	"HVA - Local"	1.7	1	0	0.0	1.0	0	0.0	0.0	0.0	0.0	1.7	0.0	1.7	0.0		"T-Pat. Holding - Intersection, Direct + Teardrop entries, Tom Tweeddale, CFI"
"08/29/08"	"PA28-140"	"N32198"	"HVA - WEA - AXS"	2.4	2	0	0.0	0.0	0	0.0	0.0	2.4	0.0	2.4	0.0	0.0	0.0		"Gave John W. a ride to Altus to pick up an FJR1300"
"08/29/08"	"PA28-140"	"N32198"	"AXS-WEA-HVA"	2.2	2	0	0.0	0.0	0	0.0	0.0	2.2	0.0	2.2	0.0	0.0	0.0		"Return from Altus with Trey riding along"
"09/01/08"	"PA28-140"	"N32198"	"HVA-Local"	1.7	1	0	0.0	1.4	0	0.0	0.0	0.0	0.0	1.7	0.0	1.7	0.0		"Intersection Holding - All Entries  Tom Tweeddale, CFII"
"09/05/08"	"PA28-140"	"N32198"	"HVA - Local"	1.6	1	0	0.0	1.3	0	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0		"Intersection Holding - All Entries  Tom Tweeddale, CFII"
"09/06/08"	"PA28-140"	"N32198"	"HVA - T67 - LNC - HVA"	2.1	4	0	0.0	0.0	0	0.0	0.0	2.1	0.0	2.1	0.0	0.0	0.0		"With Gil to T67 for EAA meeting, LNC flyin.  One go around at HVA."
"09/14/08"	"PA28-140"	"N32198"	"HVA-UKW"	2.3	1	0	0.0	1.8	0	0.0	0.0	0.0	0.0	2.3	0.0	2.3	0.0		"VOR Tracking and Holding all entries. Strong wind. Tom Tweeddale, CFII"
"09/21/08"	"PA28-140"	"N32198"	"HVA - UKW"	2.3	1	0	0.0	1.8	1	0.0	0.0	0.0	0.0	2.3	0.0	2.3	0.0		"VOR Tracking and Holding all entries. Tom Tweeddale, CFII"
"10/02/08"	"PA28-140"	"N32198"	"HVA - UKW"	2.3	1	0	0.0	1.8	4	0.0	0.0	0.0	0.0	2.3	0.0	2.3	0.0		"VOR Tracking and Holding and Approaches. Tom Tweeddale, CFII"
"10/03/08"	"PA28-140"	"N32198"	"HVA - UKW"	2.1	1	0	0.0	1.7	4	0.0	0.0	0.0	0.0	2.1	0.0	2.1	0.0		"VOR Tracking and Approaches -- Tom Tweeddale, CFII"
"10/08/08"	"PA28-140"	"N32198"	"HVA - UKW"	2.3	1	0	0.0	1.9	5	0.0	0.0	0.0	0.0	2.3	0.0	2.3	0.0		"VOR + ADF Tracking, VOR Approaches w/Miss and Hold, Tom Tweeddale, CFII"
